WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO
25/5-3,1428.0351897,479084.09375,6605459.0,-1405.965942,HORDALAND GP.,Grid Fm.,12.763123512,,1.1705539227,1.074557066,2.0440437794,68.209472656,,,5.6053547859,148.18286133,0.4361708164,12.250000954,,,,0.0027934061,,,,
25/5-3,1428.1871897,479084.09375,6605459.0,-1406.11792,HORDALAND GP.,Grid Fm.,12.788684845,,1.1483982801,1.0719344616,2.0423226357,66.708213806,,,5.7212057114,148.47166443,0.6193307042,12.250000954,,,,0.008621797,,,,
25/5-3,1428.3391897,479084.09375,6605459.0,-1406.27002,HORDALAND GP.,Grid Fm.,12.689155579,,1.1467227936,1.0689488649,2.0413162708,64.966026306,,,5.8457231522,148.53138733,0.7603033185,12.250000954,,,,0.0085032601,,,,
25/5-3,1428.4911897,479084.09375,6605459.0,-1406.421997,HORDALAND GP.,Grid Fm.,12.756494522,,1.156514287,1.0648761988,2.0355095863,59.600967407,,,5.7057666779,145.92333984,0.8255490661,12.250000954,,,,0.0070278537,,,,
25/5-3,1428.6431897,479084.09375,6605459.0,-1406.573975,HORDALAND GP.,Grid Fm.,12.689019203,,1.1577762365,1.066463232,2.0369653702,59.286026001,,,5.6801929474,145.76025391,0.7971138358,12.250000954,,,,0.0075870347,,,,
25/5-3,1428.7951897,479084.09375,6605459.0,-1406.725952,HORDALAND GP.,Grid Fm.,12.7485075,,1.1185600758,1.076261282,2.0357310772,60.684467316,,,5.1609859467,149.29570007,0.6801498532,12.250000954,,,,0.0016456863,,,,
25/5-3,1428.9471897,479084.09375,6605459.0,-1406.87793,HORDALAND GP.,Grid Fm.,12.742409706,,1.106896162,1.0926531553,2.0367703438,68.716262817,,,5.0039048195,151.3506012,0.5073462725,12.250000954,,,,-0.000738086,,,,
25/5-3,1429.0991897,479084.09375,6605459.0,-1407.030029,HORDALAND GP.,Grid Fm.,12.711813927,,1.1205796003,1.1081475019,2.0394210815,70.515052795,,,4.4424166679,150.86254883,0.3316166103,12.250000954,,,,-0.00429489,,,,
25/5-3,1429.2511897,479084.09375,6605459.0,-1407.182007,HORDALAND GP.,Grid Fm.,12.824322701,,1.1538074017,1.1136324406,2.0463712215,66.38898468,,,4.0513057709,146.86521912,0.2157605737,12.250000954,,,,-0.004980662,,,,
25/5-3,1429.4031897,479084.09375,6605459.0,-1407.333984,HORDALAND GP.,Grid Fm.,12.880912781,,1.2307873964,1.104917407,2.0936193466,58.707118988,,,4.0994634628,136.98748779,0.2067237943,12.250000954,,,,-0.00586894,,,,
25/5-3,1429.5551897,479084.09375,6605459.0,-1407.485962,HORDALAND GP.,Grid Fm.,12.882800102,,1.3055497408,1.0876470804,2.1981732845,55.12638855,,,4.6320271492,125.97666168,0.3089618981,12.250000954,,,,0.0051771719,,,,
25/5-3,1429.7071897,479084.09375,6605459.0,-1407.637939,HORDALAND GP.,Grid Fm.,12.86782074,,1.3023467064,1.0712527037,2.2958161831,56.920413971,,,4.7874512672,119.34555817,0.4778032899,12.250000954,,,,0.0176025834,,,,
25/5-3,1429.8591897,479084.09375,6605459.0,-1407.789917,HORDALAND GP.,Grid Fm.,12.814801216,,1.187628746,1.0569018126,2.2611916065,60.442470551,,,4.9014387131,118.48008728,0.6422855258,12.250000954,,,,0.0250928029,,,,
25/5-3,1430.0111897,479084.09375,6605459.0,-1407.942017,HORDALAND GP.,Grid Fm.,12.849835396,,1.0785163641,1.0394937992,2.1544611454,62.160980225,,,4.8390412331,123.0290451,0.7415149212,12.250000954,,,,0.0115539981,,,,
25/5-3,1430.1631897,479084.09375,6605459.0,-1408.093994,HORDALAND GP.,Grid Fm.,12.85902977,,1.0324475765,1.0189810991,2.0791978836,63.797271729,,,5.3159594536,131.4173584,0.7535800338,12.250000954,,,,0.011757344,,,,
25/5-3,1430.3151897,479084.09375,6605459.0,-1408.245972,HORDALAND GP.,Grid Fm.,12.881620407,,1.0122628212,0.9942603111,2.0681033134,61.501033783,,,5.1320209503,138.45617676,0.6990603805,12.250000954,,,,0.0095209917,,,,
25/5-3,1430.4671897,479084.09375,6605459.0,-1408.397949,HORDALAND GP.,Grid Fm.,12.882800102,,0.9849653244,0.9744331241,2.0625846386,64.216873169,,,4.9397602081,141.48110962,0.6281878352,12.250000954,,,,0.0046635498,,,,
25/5-3,1430.6191897,479084.09375,6605459.0,-1408.549927,HORDALAND GP.,Grid Fm.,12.853337288,,0.9856718779,0.963768363,2.0555012226,61.542167664,,,4.4904556274,141.61116028,0.5935996771,12.250000954,,,,-0.002209939,,,,
25/5-3,1430.7711897,479084.09375,6605459.0,-1408.702026,HORDALAND GP.,Grid Fm.,12.903032303,,1.0336524248,0.9609392285,2.0409705639,61.816505432,,,5.086833477,140.67645264,0.6341223121,12.250000954,,,,0.0015446942,,,,
25/5-3,1430.9231897,479084.09375,6605459.0,-1408.854004,HORDALAND GP.,Grid Fm.,13.001599312,,1.1843934059,0.9637108445,2.0226352215,54.713466644,,,5.9030537605,140.83287048,0.7593379617,12.250000954,,,,0.0026450704,,,,
25/5-3,1431.0751897,479084.09375,6605459.0,-1409.005981,HORDALAND GP.,Grid Fm.,12.890717506,,1.2633129358,0.973641336,2.0112905502,53.488964081,,,6.3923373222,141.14143372,0.9409255385,12.250000954,,,,0.0019506705,,,,
25/5-3,1431.2271897,479084.09375,6605459.0,-1409.157959,HORDALAND GP.,Grid Fm.,12.824446678,,1.208899498,0.9885849357,2.0224573612,54.604572296,,,5.1189031601,142.79244995,1.1218593121,12.250000954,,,,0.0028336572,,,,
25/5-3,1431.3791897,479084.09375,6605459.0,-1409.309937,HORDALAND GP.,Grid Fm.,12.849450111,,1.0785955191,1.0085062981,2.0391328335,58.50025177,,,4.5942502022,146.59300232,1.2339938879,12.250000954,,,,0.0042038872,,,,
25/5-3,1431.5311897,479084.09375,6605459.0,-1409.462036,HORDALAND GP.,Grid Fm.,13.025803566,,1.0516473055,1.0243009329,2.0513563156,61.539493561,,,4.5371365547,147.64997864,1.2256245613,12.250000954,,,,-0.000252548,,,,
25/5-3,1431.6831897,479084.09375,6605459.0,-1409.614014,HORDALAND GP.,Grid Fm.,12.756918907,,1.0517817736,1.0299378633,2.0427539349,63.775829315,,,4.9259729385,145.09634399,1.0878640413,12.250000954,,,,-0.009860928,,,,
25/5-3,1431.8351897,479084.09375,6605459.0,-1409.765991,HORDALAND GP.,Grid Fm.,12.727193832,,1.0732393265,1.0328866243,2.0363650322,64.688072205,,,5.3719782829,143.78848267,0.8599919081,12.250000954,,,,-0.009953355,,,,
25/5-3,1431.9871897,479084.09375,6605459.0,-1409.917969,HORDALAND GP.,Grid Fm.,12.798514366,,1.0773019791,1.0386247635,2.0202465057,64.519805908,,,6.2735028267,144.28398132,0.6033706665,12.250000954,,,,-0.00501985,,,,
25/5-3,1432.1391897,479084.09375,6605459.0,-1410.069946,HORDALAND GP.,Grid Fm.,12.869268417,,1.1037679911,1.048009038,2.0031943321,61.572399139,,,6.7961444855,144.47105408,0.3661382794,12.250000954,,,,-0.001385379,,,,
25/5-3,1432.2911897,479084.09375,6605459.0,-1410.221924,HORDALAND GP.,Grid Fm.,13.053792,,1.1203814745,1.0632644892,1.9844059944,64.802742004,,,6.8717131615,145.17819214,0.1618973613,12.250000954,,,,-0.003297136,,,,
25/5-3,1432.4431897,479084.09375,6605459.0,-1410.374023,HORDALAND GP.,Grid Fm.,12.963279724,,1.1287312508,1.0749185085,1.981978178,65.010856628,,,6.7572731972,145.88961792,-0.025633855,12.250000954,,,,0.0045357114,,,,
25/5-3,1432.5951897,479084.09375,6605459.0,-1410.526001,HORDALAND GP.,Grid Fm.,13.002906799,,1.127124548,1.0764461756,1.9850854874,66.251472473,,,6.411693573,144.98901367,-0.21574153,12.250000954,,,,0.005026951,,,,
25/5-3,1432.7471897,479084.09375,6605459.0,-1410.677979,HORDALAND GP.,Grid Fm.,13.057460785,,1.1375216246,1.0725963116,1.9881235361,65.013244629,,,5.7262711525,143.85473633,-0.407891899,12.250000954,,,,0.0031843302,,,,
25/5-3,1432.8991897,479084.09375,6605459.0,-1410.829956,HORDALAND GP.,Grid Fm.,13.02712059,,1.1561541557,1.0693949461,2.0009775162,59.587219238,,,5.805161953,143.48985291,-0.570383668,12.250000954,,,,0.0034524268,,,,
25/5-3,1433.0511897,479084.09375,6605459.0,-1410.981934,HORDALAND GP.,Grid Fm.,12.840098381,,1.1547509432,1.0626921654,2.0097908974,61.033714294,,,6.2787518501,143.32969666,-0.653285325,12.250000954,,,,0.0076515959,,,,
25/5-3,1433.2031897,479084.09375,6605459.0,-1411.134033,HORDALAND GP.,Grid Fm.,12.72189045,,1.1436054707,1.054713726,2.0084409714,63.611301422,,,7.1966981888,143.49436951,-0.614735842,12.250000954,,,,0.0117881289,,,,
25/5-3,1433.3551897,479084.09375,6605459.0,-1411.286011,HORDALAND GP.,Grid Fm.,12.886124611,,1.1249045134,1.0506700277,2.0122375488,69.538619995,,,6.886220932,144.0189209,-0.44248125,12.250000954,,,,0.0206337441,,,,
25/5-3,1433.5071897,479084.09375,6605459.0,-1411.437988,HORDALAND GP.,Grid Fm.,12.913264275,,1.1002758741,1.0495846272,2.0274548531,68.734367371,,,6.3958172798,144.83813477,-0.164259434,12.250000954,,,,0.0342981182,,,,
25/5-3,1433.6591897,479084.09375,6605459.0,-1411.589966,HORDALAND GP.,Grid Fm.,12.802613258,,1.0835081339,1.0554757118,2.0516755581,64.771957397,,,5.9603590965,145.20619202,0.1716892421,12.250000954,,,,0.041597303,,,,
25/5-3,1433.8111897,479084.09375,6605459.0,-1411.741943,HORDALAND GP.,Grid Fm.,12.823796272,,1.0656975508,1.066341877,2.0518200397,63.089248657,,,5.9001317024,144.35794067,0.5186126828,12.250000954,,,,0.0374070033,,,,
25/5-3,1433.9631897,479084.09375,6605459.0,-1411.893921,HORDALAND GP.,Grid Fm.,12.70343399,,1.0884380341,1.0762006044,2.0427219868,60.526912689,,,6.4459009171,142.95526123,0.8462253809,12.250000954,,,,0.0279333051,,,,
25/5-3,1434.1151897,479084.09375,6605459.0,-1412.046021,HORDALAND GP.,Grid Fm.,12.770360947,,1.1429791451,1.0858778954,2.0242674351,60.135848999,,,5.9490232468,141.63345337,1.138184309,12.250000954,,,,0.0155691095,,,,
25/5-3,1434.2671897,479084.09375,6605459.0,-1412.197998,HORDALAND GP.,Grid Fm.,12.760576248,,1.234574914,1.0949321985,2.0211186409,61.639793396,,,5.6339101791,140.57870483,1.3792697191,12.250000954,,,,0.0083711632,,,,
25/5-3,1434.4191897,479084.09375,6605459.0,-1412.349976,HORDALAND GP.,Grid Fm.,12.764657021,,1.2914447784,1.1011861563,2.0385799408,63.629230499,,,4.6570782661,140.27453613,1.551846385,12.250000954,,,,0.0036444641,,,,
25/5-3,1434.5711897,479084.09375,6605459.0,-1412.501953,HORDALAND GP.,Grid Fm.,12.765601158,,1.2951594591,1.1107480526,2.0500233173,62.45141983,,,4.9313998222,140.64576721,1.644286871,12.250000954,,,,0.0027495802,,,,
25/5-3,1434.7231897,479084.09375,6605459.0,-1412.653931,HORDALAND GP.,Grid Fm.,12.751970291,,1.2609881163,1.1242316961,2.0571539402,59.082859039,,,5.2340540886,141.25,1.6574834585,12.250000954,,,,0.0027873693,,,,
25/5-3,1434.8751897,479084.09375,6605459.0,-1412.80603,HORDALAND GP.,Grid Fm.,12.681995392,,1.194190383,1.1303536892,2.0519919395,53.944774628,,,5.2525091171,141.93493652,1.6044251919,12.250000954,,,,0.0032353699,,,,
25/5-3,1435.0271897,479084.09375,6605459.0,-1412.958008,HORDALAND GP.,Grid Fm.,12.753268242,,1.1625089645,1.1280474663,2.0540525913,52.517349243,,,4.7579689026,143.00430298,1.5108712912,12.250000954,,,,0.0004343466,,,,
25/5-3,1435.1791897,479084.09375,6605459.0,-1413.109985,HORDALAND GP.,Grid Fm.,12.711510658,,1.1503591537,1.1175611019,2.0709431171,53.974803925,,,4.1456813812,144.00151062,1.4034280777,12.250000954,,,,0.0040675206,,,,
25/5-3,1435.3311897,479084.09375,6605459.0,-1413.261963,HORDALAND GP.,Grid Fm.,12.662709236,,1.1628953218,1.0956315994,2.0842020512,56.214538574,,,4.1198329926,143.8959198,1.2957071066,12.250000954,,,,0.0064261314,,,,
25/5-3,1435.4831897,479084.09375,6605459.0,-1413.41394,HORDALAND GP.,Grid Fm.,12.609251022,,1.1748193502,1.0721871853,2.079277277,57.498836517,,,4.3407487869,143.59939575,1.1789491177,12.250000954,,,,0.0005071352,,,,
25/5-3,1435.6351897,479084.09375,6605459.0,-1413.565918,HORDALAND GP.,Grid Fm.,12.621670723,,1.1723685265,1.0574918985,2.0706517696,60.1758461,,,4.5325655937,144.27909851,1.0307725668,12.250000954,,,,-0.00067155,,,,
25/5-3,1435.7871897,479084.09375,6605459.0,-1413.718018,HORDALAND GP.,Grid Fm.,12.564858437,,1.1427842379,1.0495259762,2.0563964844,64.737548828,,,5.1568183899,145.43635559,0.8299995661,12.250000954,,,,0.004005224,,,,
25/5-3,1435.9391897,479084.09375,6605459.0,-1413.869995,HORDALAND GP.,Grid Fm.,12.508065224,,1.1111297607,1.04449296,2.0364668369,65.330932617,,,5.6676425934,146.32159424,0.5790157318,12.250000954,,,,0.0042032111,,,,
25/5-3,1436.0911897,479084.09375,6605459.0,-1414.021973,HORDALAND GP.,Grid Fm.,12.632884026,,1.0968929529,1.0395491123,2.0173316002,62.363391876,,,6.2530875206,146.41075134,0.3067190945,12.250000954,,,,0.0063104709,,,,
25/5-3,1436.2431897,479084.09375,6605459.0,-1414.17395,HORDALAND GP.,Grid Fm.,12.583436966,,1.0852872133,1.0314289331,2.0119581223,58.454799652,,,6.5887703896,145.99958801,0.0598932989,12.250000954,,,,0.0122918217,,,,
25/5-3,1436.3951897,479084.09375,6605459.0,-1414.325928,HORDALAND GP.,Grid Fm.,12.603334427,,1.0810499191,1.0225806236,2.0035581589,59.216709137,,,7.0025210381,145.68435669,-0.108305,12.250000954,,,,0.0129620535,,,,
25/5-3,1436.5471897,479084.09375,6605459.0,-1414.478027,HORDALAND GP.,Grid Fm.,12.589613914,,1.0955864191,1.0148012638,1.9923335314,63.283779144,,,7.2743420601,145.09423828,-0.153285846,12.250000954,,,,0.0111319348,,,,
25/5-3,1436.6991897,479084.09375,6605459.0,-1414.630005,HORDALAND GP.,Grid Fm.,12.690844536,,1.0979802608,1.0108294487,1.9847071171,67.305740356,,,7.1090936661,144.22879028,-0.066859797,12.250000954,,,,0.012143285,,,,
25/5-3,1436.8511897,479084.09375,6605459.0,-1414.781982,HORDALAND GP.,Grid Fm.,12.756664276,,1.0996569395,1.0103837252,1.9839346409,65.741355896,,,6.6189641953,144.09347534,0.12004783,12.250000954,,,,0.0120653501,,,,
25/5-3,1437.0031897,479084.09375,6605459.0,-1414.93396,HORDALAND GP.,Grid Fm.,12.713459969,,1.0818970203,1.0121519566,1.9839165211,61.871265411,,,5.9900598526,144.09390259,0.3438034058,12.250000954,,,,0.0096641313,,,,
25/5-3,1437.1551897,479084.09375,6605459.0,-1415.085938,HORDALAND GP.,Grid Fm.,12.592700958,,1.066827774,1.015160203,1.9870589972,57.394618988,,,6.2142500877,143.3775177,0.5413432717,12.250000954,,,,0.0096156588,,,,
25/5-3,1437.3071897,479084.09375,6605459.0,-1415.237915,HORDALAND GP.,Grid Fm.,12.706326485,,1.0591119528,1.0193473101,1.98057127,57.99786377,,,6.6440310478,142.87506104,0.6765179038,12.250000954,,,,0.0070474413,,,,
25/5-3,1437.4591897,479084.09375,6605459.0,-1415.390015,HORDALAND GP.,Grid Fm.,12.727956772,,1.0633690357,1.0229910612,1.9741438627,57.610069275,,,7.5841765404,142.94837952,0.7409242988,12.250000954,,,,0.0053435913,,,,
25/5-3,1437.6111897,479084.09375,6605459.0,-1415.541992,HORDALAND GP.,Grid Fm.,12.469221115,,1.0654059649,1.0287886858,1.9741706848,57.700382233,,,7.4308586121,142.44949341,0.7480772734,12.250000954,,,,0.0036175009,,,,
25/5-3,1437.7631897,479084.09375,6605459.0,-1415.69397,HORDALAND GP.,Grid Fm.,12.843997002,,1.0660928488,1.0409061909,1.9730037451,58.417350769,,,7.1315283775,141.45899963,0.728317976,12.250000954,,,,0.0044498956,,,,
25/5-3,1437.9151897,479084.09375,6605459.0,-1415.845947,HORDALAND GP.,Grid Fm.,12.899115562,,1.0723382235,1.0580320358,1.9862042665,61.503734589,,,7.3922543526,140.91931152,0.7067790627,12.250000954,,,,0.0082192998,,,,
25/5-3,1438.0671897,479084.09375,6605459.0,-1415.997925,HORDALAND GP.,Grid Fm.,12.858773232,,1.0812891722,1.077376008,1.9853646755,64.272842407,,,8.3153858185,140.47283936,0.690618813,12.250000954,,,,0.0121825561,,,,
25/5-3,1438.2191897,479084.09375,6605459.0,-1416.150024,HORDALAND GP.,Grid Fm.,12.749958038,,1.1179647446,1.0933595896,1.9858822823,62.285152435,,,8.5713405609,139.66937256,0.6677882075,12.250000954,,,,0.0134691931,,,,
25/5-3,1438.3711897,479084.09375,6605459.0,-1416.302002,HORDALAND GP.,Grid Fm.,12.555537224,,1.1495921612,1.102442503,1.9816598892,58.805194855,,,7.4581847191,139.11738586,0.6071571112,12.250000954,,,,0.0120596206,,,,
25/5-3,1438.5231897,479084.09375,6605459.0,-1416.453979,HORDALAND GP.,Grid Fm.,12.641862869,,1.16616714,1.1078584194,1.9978874922,55.146156311,,,6.6995501518,139.51312256,0.4704315364,12.250000954,,,,0.0163045879,,,,
25/5-3,1438.6751897,479084.09375,6605459.0,-1416.605957,HORDALAND GP.,Grid Fm.,12.822914124,,1.1487452984,1.1120216846,2.016980648,54.512966156,,,6.9754266739,140.22138977,0.2367647588,12.250000954,,,,0.0235211309,,,,
25/5-3,1438.8271897,479084.09375,6605459.0,-1416.757935,HORDALAND GP.,Grid Fm.,12.840540886,,1.1131638288,1.1114356518,2.013297081,55.434104919,,,7.5220336914,140.66316223,-0.071727209,12.250000954,,,,0.0201849248,,,,
25/5-3,1438.9791897,479084.09375,6605459.0,-1416.910034,HORDALAND GP.,Grid Fm.,12.917189598,,1.0827171803,1.1046192646,1.9940577745,58.156604767,,,7.5327429771,141.04960632,-0.393315077,12.250000954,,,,0.0151595306,,,,
25/5-3,1439.1311897,479084.09375,6605459.0,-1417.062012,HORDALAND GP.,Grid Fm.,12.694592476,,1.0623314381,1.0897665024,1.9940048456,61.920284271,,,6.9967083931,140.81407166,-0.641947031,12.250000954,,,,0.0161132868,,,,
25/5-3,1439.2831897,479084.09375,6605459.0,-1417.213989,HORDALAND GP.,Grid Fm.,12.651477814,,1.0497778654,1.065338254,1.9929541349,62.420677185,,,7.1778082848,140.55647278,-0.744604409,12.250000954,,,,0.0131029515,,,,
25/5-3,1439.4351897,479084.09375,6605459.0,-1417.365967,HORDALAND GP.,Grid Fm.,12.557312965,,1.0535975695,1.042478323,1.9967554808,61.947753906,,,7.5581097603,141.14663696,-0.685469151,12.250000954,,,,0.0104578361,,,,
25/5-3,1439.5871897,479084.09375,6605459.0,-1417.517944,HORDALAND GP.,Grid Fm.,12.747141838,,1.0456473827,1.0296895504,1.9908736944,60.758178711,,,7.7354450226,141.77644348,-0.50739491,12.250000954,,,,0.0078684324,,,,
25/5-3,1439.7391897,479084.09375,6605459.0,-1417.669922,HORDALAND GP.,Grid Fm.,12.669378281,,1.0325514078,1.0219107866,1.99018085,62.904178619,,,7.2357606888,142.8291626,-0.288453907,12.250000954,,,,0.0095829181,,,,
25/5-3,1439.8911897,479084.09375,6605459.0,-1417.822021,HORDALAND GP.,Grid Fm.,12.859549522,,1.0324451923,1.015458703,1.9908137321,64.886054993,,,7.3757247925,143.81803894,-0.103103966,12.250000954,,,,0.0127098504,,,,
25/5-3,1440.0431897,479084.09375,6605459.0,-1417.973999,HORDALAND GP.,Grid Fm.,12.836359024,,1.0449285507,1.0112850666,1.9934803247,68.670806885,,,7.3889689445,143.25114441,0.0103924498,12.250000954,,,,0.0108197331,,,,
25/5-3,1440.1951897,479084.09375,6605459.0,-1418.125977,HORDALAND GP.,Grid Fm.,12.623821259,,1.0538089275,1.0080071688,1.9966928959,68.310409546,,,7.5142087936,142.64707947,0.061560791,12.250000954,,,,0.0113464296,,,,
25/5-3,1440.3471897,479084.09375,6605459.0,-1418.277954,HORDALAND GP.,Grid Fm.,12.461112022,,1.0446830988,1.0040383339,2.0076510906,67.063842773,,,6.9235210419,143.34910583,0.0830299258,12.250000954,,,,0.0124765849,,,,
25/5-3,1440.4991897,479084.09375,6605459.0,-1418.429932,HORDALAND GP.,Grid Fm.,12.429699898,,1.0451591015,1.0000052452,2.0101358891,62.726314545,,,6.8147435188,144.11463928,0.1033831239,12.250000954,,,,0.0117715495,,,,
25/5-3,1440.6511897,479084.09375,6605459.0,-1418.582031,HORDALAND GP.,Grid Fm.,12.399543762,,1.0390272141,0.9960149527,2.0091514587,61.434791565,,,6.9474716187,144.21040344,0.1323956102,12.250000954,,,,0.0081835352,,,,
25/5-3,1440.8031897,479084.09375,6605459.0,-1418.734009,HORDALAND GP.,Grid Fm.,12.42064476,,1.030829668,0.9912580252,2.0073633194,66.136695862,,,6.878382206,144.51373291,0.1666880101,12.250000954,,,,0.0058937222,,,,
25/5-3,1440.9551897,479084.09375,6605459.0,-1418.885986,HORDALAND GP.,Grid Fm.,12.423725128,,1.0218766928,0.9880319238,2.0020744801,70.386962891,,,6.8775873184,145.20758057,0.196125865,12.250000954,,,,0.0048872344,,,,
25/5-3,1441.1071897,479084.09375,6605459.0,-1419.037964,HORDALAND GP.,Grid Fm.,12.600768089,,1.0135190487,0.9864842892,1.9952584505,72.013092041,,,7.5579266548,145.40559387,0.2148754746,12.250000954,,,,0.0094311507,,,,
25/5-3,1441.2591897,479084.09375,6605459.0,-1419.189941,HORDALAND GP.,Grid Fm.,12.442331314,,1.0108393431,0.9873409271,1.9796042442,69.01726532,,,8.1520805359,145.21060181,0.2159808725,12.250000954,,,,0.010291486,,,,
25/5-3,1441.4111897,479084.09375,6605459.0,-1419.341919,HORDALAND GP.,Grid Fm.,12.3335495,,1.0188597441,0.991337359,1.973002553,66.437080383,,,8.8778190613,144.87289429,0.1794867963,12.250000954,,,,0.0132068936,,,,
25/5-3,1441.5631897,479084.09375,6605459.0,-1419.494019,HORDALAND GP.,Grid Fm.,12.532773972,,1.0319235325,0.9968053699,1.9852917194,64.993339539,,,8.8105182648,143.97073364,0.0789478794,12.250000954,,,,0.0266629215,,,,
25/5-3,1441.7151897,479084.09375,6605459.0,-1419.645996,HORDALAND GP.,Grid Fm.,12.695658684,,1.0559929609,1.0023386478,1.9936386347,64.358291626,,,9.1502819061,143.31227112,-0.104279779,12.250000954,,,,0.0342366062,,,,
25/5-3,1441.8671897,479084.09375,6605459.0,-1419.797974,HORDALAND GP.,Grid Fm.,12.83497715,,1.0594249964,1.0095500946,1.9802247286,65.890655518,,,9.0779590607,143.47221375,-0.352223992,12.250000954,,,,0.0200997051,,,,
25/5-3,1442.0191897,479084.09375,6605459.0,-1419.949951,HORDALAND GP.,Grid Fm.,12.979150772,,1.0616649389,1.0209217072,1.9766459465,68.727508545,,,8.534488678,143.32310486,-0.610073447,12.250000954,,,,0.0145513453,,,,
25/5-3,1442.1711897,479084.09375,6605459.0,-1420.101929,HORDALAND GP.,Grid Fm.,12.829374313,,1.053935647,1.0310276747,1.9774724245,69.825897217,,,8.2468767166,143.00891113,-0.81268698,12.250000954,,,,0.0156663377,,,,
25/5-3,1442.3231897,479084.09375,6605459.0,-1420.254028,HORDALAND GP.,Grid Fm.,12.562616348,,1.0586214066,1.04030478,1.9775257111,68.731025696,,,8.290145874,142.83181763,-0.911871791,12.250000954,,,,0.0215198398,,,,
25/5-3,1442.4751897,479084.09375,6605459.0,-1420.406006,HORDALAND GP.,Grid Fm.,12.769548416,,1.0693615675,1.0497261286,1.9765385389,66.971984863,,,8.15259552,142.63612366,-0.889924109,12.250000954,,,,0.0191103499,,,,
25/5-3,1442.6271897,479084.09375,6605459.0,-1420.557983,HORDALAND GP.,Grid Fm.,12.67141819,,1.07492733,1.0555907488,1.9991984367,66.223579407,,,7.3850698471,143.03471375,-0.769192338,12.250000954,,,,0.0254135765,,,,
25/5-3,1442.7791897,479084.09375,6605459.0,-1420.709961,HORDALAND GP.,Grid Fm.,12.595799446,,1.0761202574,1.05834198,2.0138616562,65.803749084,,,6.9290289879,143.94630432,-0.607022703,12.250000954,,,,0.0201228652,,,,
25/5-3,1442.9311897,479084.09375,6605459.0,-1420.861938,HORDALAND GP.,Grid Fm.,12.342175484,,1.0730532408,1.0596318245,2.0183222294,65.64176178,,,6.5866303444,144.48078918,-0.470624238,12.250000954,,,,0.0120772906,,,,
25/5-3,1443.0831897,479084.09375,6605459.0,-1421.013916,HORDALAND GP.,Grid Fm.,12.312619209,,1.0748158693,1.0585149527,2.0088944435,66.946266174,,,6.6877703667,144.26371765,-0.407453001,12.250000954,,,,0.0019625805,,,,
25/5-3,1443.2351897,479084.09375,6605459.0,-1421.166016,HORDALAND GP.,Grid Fm.,12.506328583,,1.0792446136,1.0561822653,2.0030641556,67.755599976,,,6.9973826408,143.76564026,-0.426769286,12.250000954,,,,-0.001827084,,,,
25/5-3,1443.3871897,479084.09375,6605459.0,-1421.317993,HORDALAND GP.,Grid Fm.,12.502362251,,1.0791224241,1.0532523394,1.9910618067,68.056259155,,,8.0252990723,143.83044434,-0.497558445,12.250000954,,,,0.0006551766,,,,
25/5-3,1443.5391897,479084.09375,6605459.0,-1421.469971,HORDALAND GP.,Grid Fm.,12.470894814,,1.0749889612,1.0497277975,1.9773390293,67.267372131,,,8.7549180984,144.38389587,-0.561937034,12.250000954,,,,0.0045166244,,,,
25/5-3,1443.6911897,479084.09375,6605459.0,-1421.621948,HORDALAND GP.,Grid Fm.,12.65993309,,1.0626600981,1.0468287468,1.9701013565,69.186660767,,,9.7298870087,144.81445313,-0.560189128,12.250000954,,,,0.0112858862,,,,
25/5-3,1443.8431897,479084.09375,6605459.0,-1421.773926,HORDALAND GP.,Grid Fm.,12.824012756,,1.0533816814,1.0417985916,1.9718543291,70.824211121,,,9.6572751999,144.89147949,-0.454226643,12.250000954,,,,0.0200954936,,,,
25/5-3,1443.9951897,479084.09375,6605459.0,-1421.926025,HORDALAND GP.,Grid Fm.,12.608210564,,1.0462561846,1.0329557657,1.963383913,70.812438965,,,10.5317173,144.69599915,-0.262588531,12.250000954,,,,0.0216283724,,,,
25/5-3,1444.1471897,479084.09375,6605459.0,-1422.078003,HORDALAND GP.,Grid Fm.,12.324352264,,1.0409978628,1.0270401239,1.940286994,70.287231445,,,11.000846863,144.40307617,-0.056712762,12.250000954,,,,0.0150803113,,,,
25/5-3,1444.2991897,479084.09375,6605459.0,-1422.229858,HORDALAND GP.,Grid Fm.,12.65993309,,1.035799861,1.0266509056,1.9276781082,69.637489319,,,11.18396759,144.40301514,0.0722737238,12.250000954,,,,0.0099054044,,,,
25/5-3,1444.4511897,479084.09375,6605459.0,-1422.381836,HORDALAND GP.,Grid Fm.,12.850180626,,1.0387201309,1.0313789845,1.9298670292,68.59879303,,,9.8766784668,144.58781433,0.0619378164,12.250000954,,,,0.0074580642,,,,
25/5-3,1444.6031897,479084.09375,6605459.0,-1422.533813,HORDALAND GP.,Grid Fm.,12.881347656,,1.0500308275,1.0433346033,1.9513061047,66.490524292,,,7.8430800438,144.22843933,-0.095772177,12.250000954,,,,0.0052812831,,,,
